word,meaning,Tag1,Tag2,Tag3
FTP(バイナリモード),ファイルをそのまま転送する。※現在は改行コードを意識しなくても動作する作りになっていることがほとんどのため（プログラムもエディタも）、テキストファイルであってもバイナリファイルであっても基本的にバイナリモードでファイルを転送するべきです。また、FTPでファイルを転送するときはバイナリモードを使おう。,network,,
FTP(書き込み),※書き込み⇒書き込みまで◎（テキストファイルの場合）,,,
FTP(実行),※実行⇒exeファイルなどが実行できる。（exeファイルの場合）,,,
Outlook(機密区分),機密区分（InteernalUseOnly）⇒社外秘,,,
Outlook(機密区分),※EncryptwithDoNotForward⇒転送不可＆暗号,,,
Outlook(機密区分),※EncryptOnly⇒暗号,,,
Outlook(機密区分),※Unencrypted(NoProtection)⇒暗号無し＆保護なし,,,
Outlook(機密区分),機密区分(Confidential)⇒開示範囲(Disclosure):宛先のみ,,,
ノンプロ（ノンプログラミング）,プログラミングを用いずにアプリケーションを開発する手法のこと。,,,
NDA(Non-DisclosureAgreement」),「秘密保持契約」のこと。「お仕事で知ったことを他に漏らすんじゃねーぞ！」な契約のこと。,,,
,お盆⇒日本で夏季に行われる祖先の霊を祀る一連の行事。8/13～8/16.お盆の墓参りは、１３日に行くのが一般的と言われているが、必ずしもというわけではない。,,,
,回覧⇒順番に回してみること。,,,
,インプラ（インプラント工程）⇒半導体のインプラント工程は、イオン注入工程を通じてシリコンウェハに半導体の性質を持たせる工程。※イオン注入は加速した原子をウェーハに打ち込むことで、不純物を導入する手法。,,,
,リソ(litho)⇒半導体工程フローのフォトリソグラフィのこと。「ウェーハに光を照射することで回路パターンを描く工程」,,,
,ARGO⇒インフラ保守をやってもらっている請負会社？。,,,
,SPEC⇒非営利組織な団体。ベンチマークテストのやり方を決めている。もしくは、その団体が決めたベンチマークテストのやり方。「StandardPerformanceEvaluationCorporation」の略。,,,
,枕詞⇒相手の言葉を和らげる言葉。,,,
,ソケット通信⇒クライアントとサーバーがインターネット上でデータをやり取りする手段,,,
,SSL/TLSサーバー証明書⇒SSL/TLSの技術を用いて、「認証局(CA)」が発行する電子証明書のこと。,,,
,SSL/TLS⇒WebサーバとWebブラウザとの通信においてやりとりされるデータの暗号化を実現する技術。,,,
,付け焼刃⇒一時の間に合わせに身に着ける知識や技術,,,
WAS(WebSphereApplicationServer),JakartaEE対応のアプリケーションサーバであり、IBMソフトウェアのWebSpereブランドの中核をなす製品。,IBM,,
インジケーター,ITの分野では、コンピュータや通信機器などの筐体前面や側面などに備え付けられている、内部の装置の状態や状況を示す小さなLEDランプなどを指すことが多い。例えば、電源ランプやストレージのアクセスランプ、LANポートのランプなどが該当する。,network,,
TeraTerm(テラターム),TeraTerm（テラターム）は、Windowsプラットフォームで動作するリモートログオンクライアントで、SSH・telnet・シリアルの各通信プロトコルに対応している。TeraTermProjectが開発・公開しており、修正BSDライセンスによりオープンソースソフトウェアとして公開されている。TeraTermは、コンピュータのシリアルポートに接続された機器を操作したり、TelnetやSSHでネットワーク上の別のコンピュータを操作することができる。,network,,
